-2.064119689748622477e-05 1.633006031624972820e-04 1.554415648570284247e-04 1.151407268480397761e-04 3.773593925870954990e-05 2.670311005203984678e-06 -1.869823790912050754e-05 1.030544081004336476e-05 1.800568861654028296e-04 -5.513728319783695042e-05 1.253217196790501475e-04 -3.226764383725821972e-04 8.196182898245751858e-05 -6.812605715822428465e-05 -1.562461402500048280e-04 1.982921967282891273e-04 7.072641164995729923e-05 1.603904092917218804e-05 -2.254869177704676986e-04 2.009538548009004444e-06 1.437734681530855596e-06 4.565357448882423341e-05 -7.334286055993288755e-05 -2.359874779358506203e-04 4.720470315078273416e-05 -8.647399226902052760e-06 2.189654333051294088e-05 9.604357182979583740e-05 1.388601813232526183e-04 -1.149619929492473602e-04 -3.546235529938712716e-05 1.564330013934522867e-04 -3.549810935510322452e-05 -1.417173189111053944e-05 6.615589518332853913e-05 -3.060345261474139988e-05 -5.294608854455873370e-06 1.178978927782736719e-04 -8.457169315079227090e-05 -1.031850479193963110e-04 -4.009645781479775906e-04 -3.447110357228666544e-04 -1.112368045141920447e-04
-8.834929030854254961e-05 1.121167879318818450e-04 -1.072532613761723042e-04 -9.362845594296231866e-05 4.266781161277322099e-06 -6.961876351851969957e-05 -2.171107480535283685e-04 2.710979897528886795e-04 -6.384975131368264556e-05 -2.094042793032713234e-05 -2.362875966355204582e-05 -1.493649906478822231e-04 4.379971142043359578e-05 1.406758528901264071e-04 1.978005748242139816e-04 -2.147831837646663189e-04 1.871601270977407694e-04 -3.209738497389480472e-05 2.892728662118315697e-04 -1.113070640712976456e-02 -1.736509730108082294e-04 -1.451208663638681173e-05 1.193710704683326185e-04 9.030544606503099203e-05 -2.852017641998827457e-04 -1.272435620194301009e-04 -3.496590215945616364e-05 -1.734036777634173632e-04 -5.846998828928917646e-05 4.522650851868093014e-05 -5.031155160395428538e-05 2.038865932263433933e-04 -4.908597911708056927e-04 -1.166753645520657301e-05 -4.347326757851988077e-04 1.853246067184954882e-05 2.737616887316107750e-05 -7.741655281279236078e-05 1.205887165269814432e-04 7.309909051400609314e-06 -7.183344132499769330e-05 2.529118210077285767e-04 3.670545993372797966e-06
1.410326658515259624e-04 -1.897025067592039704e-04 -1.080740403267554939e-04 -2.167341444874182343e-04 9.017813863465562463e-05 5.268062886898405850e-05 -3.249869041610509157e-05 1.747510686982423067e-04 -4.055558747495524585e-05 1.045125100063160062e-04 9.631905413698405027e-05 3.630875726230442524e-04 -9.168146789306774735e-05 -1.557878276798874140e-04 -1.197874516947194934e-04 -5.573073576670140028e-05 4.373442789074033499e-05 1.921120565384626389e-04 -3.952933911932632327e-05 5.658812588080763817e-04 4.897018880001269281e-05 -3.779405669774860144e-04 -4.159275704296305776e-05 6.724306877003982663e-05 4.984201950719580054e-05 -1.185040746349841356e-04 2.433897898299619555e-04 -1.968078140635043383e-04 1.028025872074067593e-05 1.515657640993595123e-04 9.866036998573690653e-05 -2.895195211749523878e-05 5.053861968917772174e-05 4.646908200811594725e-05 6.441203004214912653e-05 -5.794780736323446035e-05 1.314126711804419756e-04 -8.832284947857260704e-07 -3.432438097661361098e-05 -1.043697993736714125e-04 -1.574549241922795773e-04 8.199601143132895231e-05 -1.478731574025005102e-04
1.085914191207848489e-04 1.362421244266442955e-05 -2.584239991847425699e-04 -3.517503500916063786e-06 -9.118124580709263682e-05 1.990351302083581686e-05 -1.264972524950280786e-04 -6.065671914257109165e-05 -1.519048528280109167e-04 5.390222577261738479e-05 2.626163768582046032e-05 -1.579248637426644564e-04 4.140063538216054440e-05 3.677902714116498828e-05 7.991887105163186789e-05 -9.095921268453821540e-05 -5.687049997504800558e-05 1.637655659578740597e-04 -4.982462996849790215e-06 6.320674401649739593e-06 -7.080755312927067280e-05 2.503138675820082426e-04 2.423949481453746557e-04 -2.862080000340938568e-04 -4.728935164166614413e-05 2.204978954978287220e-05 -1.295266993110999465e-04 4.207336314721032977e-05 1.425280643161386251e-04 -4.506013647187501192e-05 -1.145004935096949339e-04 -3.275536437286064029e-05 6.247262354008853436e-05 1.121431778301484883e-04 2.480735565768554807e-05 -4.839301254833117127e-06 -2.751451393123716116e-05 -3.662060407805256546e-06 3.696784551721066236e-05 -5.477527884067967534e-05 1.760235754773020744e-04 3.253982140449807048e-05 1.667314936639741063e-04
7.602359983138740063e-05 3.430621291045099497e-05 2.988638880196958780e-04 -3.456288686720654368e-05 -9.736242645885795355e-05 -1.566363789606839418e-04 -3.739539897651411593e-05 1.502369705121964216e-04 1.005754966172389686e-04 -5.402991882874630392e-05 1.632668427191674709e-04 2.611187665024772286e-05 2.811913145706057549e-04 -2.989716449519619346e-05 -1.061922885128296912e-04 8.867085125530138612e-05 2.101577265420928597e-04 -9.163286449620500207e-05 4.514001921052113175e-05 1.269771310035139322e-04 1.789525267668068409e-04 1.321366580668836832e-04 1.205738590215332806e-04 1.315492263529449701e-04 -8.850126323522999883e-05 1.176709483843296766e-04 -6.017195119056850672e-06 -1.114771002903580666e-04 1.000036791083402932e-04 -8.752806752454489470e-05 7.134464249247685075e-05 -8.488274033879861236e-05 -3.121094050584360957e-05 5.729983240598812699e-05 -7.089738210197538137e-05 -1.610445615369826555e-04 -5.508442336576990783e-05 2.202320683863945305e-05 -1.964238472282886505e-04 -1.163303095381706953e-04 -3.270177694503217936e-05 -7.589352753711864352e-05 2.250865800306200981e-04
1.108047581510618329e-04 1.009522020467557013e-05 8.142652404785621911e-06 -6.881834269734099507e-05 1.088204589905217290e-05 1.414659709553234279e-05 -3.709503289428539574e-05 4.997068754164502025e-05 -3.270014713052660227e-05 3.931982064386829734e-05 -2.596363992779515684e-05 1.411828852724283934e-04 -1.529778819531202316e-04 -2.063902793452143669e-04 -9.439731366001069546e-05 1.074797037290409207e-04 1.048327467287890613e-04 -1.369096280541270971e-04 8.063970017246901989e-05 2.919089607894420624e-02 -8.244188938988372684e-05 -1.739282160997390747e-04 5.609328945865854621e-05 -1.277080154977738857e-04 1.946265183505602181e-05 4.908505070488899946e-05 -1.149337622337043285e-04 -1.481372237321920693e-05 -4.091994196642190218e-04 1.679617707850411534e-05 1.417340390617027879e-04 5.689427052857354283e-05 -7.724731403868645430e-05 -1.233254588441923261e-04 1.625912991585209966e-04 2.100667916238307953e-05 -4.355614873929880559e-05 -4.817104127141647041e-05 9.027191117638722062e-05 5.461419641505926847e-05 5.157802661415189505e-06 3.205693428753875196e-05 1.702268345979973674e-04
7.761304004816338420e-06 -7.811025716364383698e-05 -6.062425381969660521e-05 -5.765653622802346945e-05 6.696995114907622337e-05 -2.474631182849407196e-04 9.462528396397829056e-07 -2.337368641747161746e-04 1.914082386065274477e-04 -2.555736318754497916e-05 1.717735285637900233e-04 1.599124952917918563e-04 3.638768976088613272e-04 -2.208546502515673637e-04 1.789469679351896048e-04 -1.591169566381722689e-04 -6.321026012301445007e-05 1.495778269600123167e-05 -1.019165792968124151e-04 1.675888081081211567e-03 -1.208302564918994904e-04 -8.419611549470573664e-05 9.128609963227063417e-05 -1.624517317395657301e-04 -2.033993951044976711e-04 -6.923837645445019007e-05 -5.414002589532174170e-05 -2.058547579508740455e-05 1.978877116926014423e-05 -2.252229023724794388e-04 -6.078844307921826839e-06 3.349721664562821388e-04 1.269547210540622473e-04 -5.006244464311748743e-05 -2.009083982557058334e-05 1.111113233491778374e-04 -5.247230728855356574e-05 2.379243233008310199e-05 4.001311754109337926e-05 -2.854462218238040805e-05 1.664818555582314730e-04 2.857459767255932093e-04 2.062108542304486036e-04
2.179841612814925611e-05 -1.378396846121177077e-04 2.315896272193640471e-04 -1.935130421770736575e-05 -7.063876546453684568e-05 -2.822874375851824880e-05 -6.698065408272668719e-05 -5.721819616155698895e-05 2.626252826303243637e-04 -2.489679027348756790e-04 3.335197106935083866e-05 -5.070673068985342979e-06 1.107129792217165232e-04 1.357815926894545555e-05 1.555997878313064575e-04 -1.079497233149595559e-04 1.172792908619157970e-04 1.313807442784309387e-04 -2.416882052784785628e-04 3.487885370850563049e-02 -3.002730227308347821e-05 -6.425711944757495075e-06 5.497325764736160636e-05 8.501743286615237594e-05 1.527729182271286845e-04 -2.587075287010520697e-04 9.901486919261515141e-07 2.501776907593011856e-04 -2.695513103390112519e-05 -1.453799995942972600e-05 -1.637922396184876561e-04 -4.919928323943167925e-05 8.329300908371806145e-05 -5.766144022345542908e-05 7.817857840564101934e-05 7.602162077091634274e-05 -2.425596903776749969e-05 -5.446641443995758891e-05 1.158678787760436535e-04 -1.592576154507696629e-04 -6.868869240861386061e-05 1.153402772615663707e-04 2.598285791464149952e-04
-7.457420724676921964e-05 4.305443326302338392e-06 -3.295237547717988491e-05 3.085075586568564177e-04 -1.731624433887191117e-05 -1.658669498283416033e-05 -1.002062253974145278e-05 -4.160899261478334665e-04 1.991999452002346516e-04 8.882734982762485743e-05 -6.806903547840192914e-05 4.673230578191578388e-04 -8.676238212501630187e-05 2.097471224260516465e-05 1.476479665143415332e-04 -1.718075072858482599e-04 -4.206654557492583990e-04 2.601274900371208787e-06 -7.160304812714457512e-05 -8.791062235832214355e-02 2.721718046814203262e-04 -1.072170416591688991e-04 -1.514232426416128874e-04 -6.055534322513267398e-05 2.247150405310094357e-04 -4.476916510611772537e-04 6.030828444636426866e-05 -4.223981231916695833e-04 6.881323497509583831e-05 -4.238371911924332380e-05 -1.802472979761660099e-05 3.949822857975959778e-04 3.824782324954867363e-04 2.261007903143763542e-04 2.205112396040931344e-04 -8.118756522890180349e-05 -1.096883424906991422e-04 -1.039860871969722211e-04 -1.514692266937345266e-04 -1.124090340454131365e-05 -2.627475987537764013e-05 3.303169796708971262e-04 1.219999103341251612e-05
-1.351535174762830138e-04 -1.051182916853576899e-04 4.278463893570005894e-05 -1.049251841322984546e-05 2.105992734868777916e-06 -7.714855019003152847e-05 7.385737262666225433e-05 1.043522352119907737e-04 6.041540109436027706e-05 -2.837945612554904073e-05 9.158322791336104274e-05 4.588059164234437048e-05 4.762832759297452867e-05 -7.941370131447911263e-05 3.758414095500484109e-05 -1.193341267935466021e-05 -5.947179306531324983e-05 2.050779294222593307e-04 -1.260382850887253881e-04 -7.879309123381972313e-04 7.522560190409421921e-05 -5.983091250527650118e-05 1.664952869759872556e-04 -1.523588434793055058e-04 -1.693253580015152693e-04 -6.869136996101588011e-05 9.102941839955747128e-05 1.187425805255770683e-04 -5.055089059169404209e-05 4.402052582008764148e-05 -3.694236147566698492e-05 2.249439130537211895e-04 -2.011838660109788179e-06 1.886086392914876342e-04 -1.249967608600854874e-04 2.036965815932489932e-05 2.196521672885864973e-04 5.773407974629662931e-05 1.734412217047065496e-05 4.532553430180996656e-05 -1.745429472066462040e-04 7.010981062194332480e-05 2.467286831233650446e-04
